section,row,Line,SERP,TREE,ID notes,Use this tree,site,acc,tree num,week 1,week 2,week 3,week 4,Week 5,Week 6,Week 7,week 8,week 9,week 10,Notes,day
Ch-N,Z,38,38,HUA-277-7,,HUA-277-7,HUA,277,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,39,39,HUA-280-10,,HUA-280-10,HUA,280,10,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,Z,40,40,BNC-21-8,,BNC-21-8,BNC,21,8,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,Z,41,41,CHW-78-6,,CHW-78-6,CHW,78,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,42,42,CHW-79-4,,CHW-79-4,CHW,79,4,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,43,43,WLT-650-10,,WLT-650-10,WLT,650,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,44,44,DRY-187-3,,DRY-187-3,DRY,187,3,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,45,45,IVA-286-2,,IVA-286-2,IVA,286,2,0,0,0,0,2,5,,5,5,,,Thurs
Ch-N,Z,46,46,IVA-282-14,,IVA-282-14,IVA,282,14,0,0,0,0,1,2,,5,5,,,Thurs
Ch-N,Z,47,47,RDD-529-7,,RDD-529-7,RDD,529,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,48,48,RDD-531-3,,RDD-531-3,RDD,531,3,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,49,49,CR9-143-8,,CR9-143-8,CR9,143,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,50,50,CR9-142-10,,CR9-142-10,CR9,142,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,51,51,MC-351-11,,MC-351-11,MC,351,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,52,52,MC-344-7,,MC-344-7,MC,344,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,53,53,NIC-439-9,,NIC-439-9,NIC,439,9,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,Z,54,54,SUG-599-6,tree gone,SUG-599-6,SUG,599,6,0,0,0,0,0,,,,,,,Thurs
Ch-N,Z,55,55,SUG-593-1,,SUG-593-1,SUG,593,1,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,Z,56,56,SUG-595-13,,SUG-595-13,SUG,595,13,0,0,0,0,0,0,,0,5,,,Thurs
Ch-N,Z,57,57,PIN-503-9,,PIN-503-9,PIN,503,9,0,0,0,0,1,3,,5,5,,,Thurs
Ch-N,Z,58,58,PIN-501-15,,PIN-501-15,PIN,501,15,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,Z,59,59,DIA-181-9,,DIA-181-9,DIA,181,9,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,60,60,DIA-185-8,,DIA-185-8,DIA,185,8,0,0,0,0,0,5,,5,5,,,Thurs
Ch-N,Z,61,61,RED-527-1,,RED-527-1,RED,527,1,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,Z,62,62,RED-525-2,,RED-525-2,RED,525,2,0,0,0,0,0,5,,5,5,,,Thurs
Ch-N,Z,63,63,YORK-670-11,,YORK-670-11,YORK,670,11,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,Z,64,64,YORK-667-4,,YORK-667-4,YORK,667,4,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,Z,65,65,SMAR-568-12,,SMAR-568-12,SMAR,568,12,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,Z,66,66,SMAR-566-4,,SMAR-566-4,SMAR,566,4,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,Z,67,67,CEN-70-9,,CEN-70-9,CEN,70,9,0,0,0,0,2,5,,5,5,,,Thurs
Ch-N,Z,68,68,CEN-67-7,,CEN-67-7,CEN,67,7,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,Z,69,69,BORDER,645-05,645-05,,645,5,4,4,4,3,5,5,,5,5,,,Thurs
Ch-N,AA,69,1,BORDER,649-09,649-09,,649,9,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,68,2,CEN-63-14,,CEN-63-14,CEN,63,14,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,67,3,CEN-68-5,,CEN-68-5,CEN,68,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,66,4,SMAR-561-11,,SMAR-561-11,SMAR,561,11,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AA,65,5,SMAR-567-6,,SMAR-567-6,SMAR,567,6,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AA,64,6,YORK-671-12,,YORK-671-12,YORK,671,12,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AA,63,7,YORK-666-11,,YORK-666-11,YORK,666,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,62,8,,23-13,23-13,,23,13,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,61,9,,49-12,49-12,,49,12,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,60,10,DIA-178-16,,DIA-178-16,DIA,178,16,0,0,0,0,0,0,,3,5,,,Thurs
Ch-N,AA,59,11,DIA-182-13,,DIA-182-13,DIA,182,13,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AA,58,12,PIN-502-7,,PIN-502-7,PIN,502,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,57,13,PIN-506-13,,PIN-506-13,PIN,506,13,0,0,0,0,1,3,,5,5,,,Thurs
Ch-N,AA,56,14,CRP-147-1,,CRP-147-1,CRP,147,1,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,55,15,CRP-144-6,,CRP-144-6,CRP,144,6,3,3,3,3,3,4,,5,5,,,Thurs
Ch-N,AA,54,16,CRP-145-4,,CRP-145-4,CRP,145,4,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AA,53,17,CRP-146-10,,CRP-146-10,CRP,146,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,52,18,MC-349-8,,MC-349-8,MC,349,8,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AA,51,19,JAS-306-7,,JAS-306-7,JAS,306,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,50,20,JAS-302-1,,JAS-302-1,JAS,302,1,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AA,49,21,CR9-141-8,,CR9-141-8,CR9,141,8,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AA,48,22,RDD-530-11,,RDD-530-11,RDD,530,11,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,47,23,RDD-536-14,,RDD-536-14,RDD,536,14,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,46,24,IVA-287-1,,IVA-287-1,IVA,287,1,0,0,0,0,1,5,,5,5,,,Thurs
Ch-N,AA,45,25,IVA-288-7,,IVA-288-7,IVA,288,7,0,0,0,0,2,5,,5,5,,,Thurs
Ch-N,AA,44,26,DRY-188-10,,DRY-188-10,DRY,188,10,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AA,43,27,WLT-654-9,,WLT-654-9,WLT,654,9,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,42,28,CHW-81-6,,CHW-81-6,CHW,81,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,41,29,CHW-82-2,,CHW-82-2,CHW,82,2,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,40,30,BNC-22-4,,BNC-22-4,BNC,22,4,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,39,31,HUA-278-5,,HUA-278-5,HUA,278,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,38,32,HUA-279-14,,HUA-279-14,HUA,279,14,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,37,33,MCL-361-14,,MCL-361-14,MCL,361,14,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,36,34,MCL-362-11,,MCL-362-11,MCL,362,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,35,35,GRV-236-13,,GRV-236-13,GRV,236,13,0,0,0,0,0,5,,5,5,,,Thurs
Ch-N,AA,34,36,GRV-235-10,,GRV-235-10,GRV,235,10,0,0,0,0,0,5,,5,5,,,Thurs
Ch-N,AA,33,37,SW-572-4,,SW-572-4,SW,572,4,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,32,38,SW-570-4,,SW-570-4,SW,570,4,0,0,0,0,0,4,,5,5,,,Thurs
Ch-N,AA,31,39,PEN-499-7,,PEN-499-7,PEN,499,7,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,30,40,PEN-492-12,,PEN-492-12,PEN,492,12,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,29,41,PO-54-7,,PO-54-7,PO,54,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,28,42,PO-53-14,,PO-53-14,PO,53,14,0,0,0,0,3,5,,5,5,,,Thurs
Ch-N,AA,27,43,MCK-385-15,,MCK-385-15,MCK,385,15,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,26,44,MCK-391-8,,MCK-391-8,MCK,391,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,25,45,ANG-13-6,,ANG-13-6,ANG,13,6,0,0,0,0,0,5,,5,5,,,Thurs
Ch-N,AA,24,46,CR17-129-8,,CR17-129-8,CR17,129,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,23,47,CR17-130-1,,CR17-130-1,CR17,130,1,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,22,48,DUN-197-5,,DUN-197-5,DUN,197,5,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AA,21,49,DUN-195-1,,DUN-195-1,DUN,195,1,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,20,50,LAY-321-4,,LAY-321-4,LAY,321,4,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,19,51,LAY-320-6,,LAY-320-6,LAY,320,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,18,52,OKG-458-12,,OKG-458-12,OKG,458,12,0,0,0,0,5,5,,5,5,,,Thurs
Ch-N,AA,17,53,OKG-459-9,,OKG-459-9,OKG,459,9,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,16,54,COT-159-8,,COT-159-8,COT,159,8,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,15,55,COT-161-16,,COT-161-16,COT,161,16,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AA,14,56,MAR-359-7,,MAR-359-7,MAR,359,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,13,57,MAR-358-5,,MAR-358-5,MAR,358,5,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AA,12,58,CD16-171-12,,CD16-171-12,CD16,171,12,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,11,59,CD16-170-13,,CD16-170-13,CD16,170,13,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AA,10,60,TAC-609-13,,TAC-609-13,TAC,609,13,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,9,61,TAC-613-1,,TAC-613-1,TAC,613,1,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,8,62,MOD-405-5,,MOD-405-5,MOD,405,5,0,0,0,0,0,4,,5,5,,,Thurs
Ch-N,AA,7,63,SCL-554-7,,SCL-554-7,SCL,554,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AA,6,64,SCL-553-6,,SCL-553-6,SCL,553,6,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,5,65,COA-112-2,,COA-112-2,COA,112,2,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AA,4,66,COA-109-10,,COA-109-10,COA,109,10,0,0,0,0,2,5,,5,5,,,Thurs
Ch-N,AA,3,67,FT-214-1,,FT-214-1,FT,214,1,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AA,2,68,FT-215-4,,FT-215-4,FT,215,4,0,0,0,0,1,5,,5,5,,,Thurs
Ch-N,AA,1,69,BORDER,50-16,50-16,,50,16,0,0,0,0,0,0,,0,4,,,Thurs
Ch-N,AB,1,1,BORDER,47-03,47-03,,47,3,0,0,0,0,0,0,,0,5,,4/2-dt,Thurs
Ch-N,AB,2,2,FT-218-6,,FT-218-6,FT,218,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,3,3,FT-219-10,,FT-219-10,FT,219,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,4,4,COA-110-15,,COA-110-15,COA,110,15,0,0,0,0,0,0,,3,5,,,Thurs
Ch-N,AB,5,5,COA-105-16,,COA-105-16,COA,105,16,0,0,0,0,0,4,,5,5,,,Thurs
Ch-N,AB,6,6,SCL-555-5,,SCL-555-5,SCL,555,5,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AB,7,7,MOD-404-1,,MOD-404-1,MOD,404,1,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AB,8,8,MOD-403-1,,MOD-403-1,MOD,403,1,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,9,9,TAC-610-10,,TAC-610-10,TAC,610,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,10,10,TAC-615-11,,TAC-615-11,TAC,615,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,11,11,CD16-166-4,,CD16-166-4,CD16,166,4,0,0,0,0,0,0,,0,5,,,Thurs
Ch-N,AB,12,12,CD16-168-2,,CD16-168-2,CD16,168,2,0,0,0,0,0,0,,0,5,,,Thurs
Ch-N,AB,13,13,MAR-357-4,,MAR-357-4,MAR,357,4,0,0,0,0,0,4,,5,5,,,Thurs
Ch-N,AB,14,14,MAR-356-14,,MAR-356-14,MAR,356,14,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,15,15,COT-158-12,,COT-158-12,COT,158,12,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,16,16,COT-163-14,,COT-163-14,COT,163,14,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AB,17,17,OKG-455-5,,OKG-455-5,OKG,455,5,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,18,18,OKG-457-1,,OKG-457-1,OKG,457,1,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AB,19,19,LAY-322-2,,LAY-322-2,LAY,322,2,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,20,20,LAY-325-10,,LAY-325-10,LAY,325,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,21,21,DUN-193-10,,DUN-193-10,DUN,193,10,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,22,22,DUN-196-12,,DUN-196-12,DUN,196,12,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AB,23,23,CR17-131-15,,CR17-131-15,CR17,131,15,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,24,24,ANG-12-9,,ANG-12-9,ANG,12,9,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,25,25,ANG-9-5,,ANG-9-5,ANG,9,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,26,26,MCK-387-15,,MCK-387-15,MCK,387,15,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,27,27,MCK-386-10,,MCK-386-10,MCK,386,10,0,0,0,0,0,0,,0,5,,,Thurs
Ch-N,AB,28,28,PO-52-7,,PO-52-7,PO,52,7,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AB,29,29,PO-48-7,,PO-48-7,PO,48,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,30,30,PEN-497-3,,PEN-497-3,PEN,497,3,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,31,31,PEN-493-4,,PEN-493-4,PEN,493,4,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AB,32,32,SW-571-10,,SW-571-10,SW,571,10,0,0,0,0,3,5,,5,5,,,Thurs
Ch-N,AB,33,33,SW-576-1,,SW-576-1,SW,576,1,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,34,34,GRV-237-6,,GRV-237-6,GRV,237,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,35,35,GRV-232-12,,GRV-232-12,GRV,232,12,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,36,36,MCL-364-6,,MCL-364-6,MCL,364,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,37,37,MCL-365-13,,MCL-365-13,MCL,365,13,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,38,38,HUA-281-6,,HUA-281-6,HUA,281,6,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AB,39,39,BNC-20-15,,BNC-20-15,BNC,20,15,0,0,0,0,3,5,,5,5,,,Thurs
Ch-N,AB,40,40,BNC-19-6,,BNC-19-6,BNC,19,6,0,0,0,0,1,4,,5,5,,,Thurs
Ch-N,AB,41,41,CHW-84-13,,CHW-84-13,CHW,84,13,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AB,42,42,CHW-83-3,,CHW-83-3,CHW,83,3,0,0,0,0,0,0,,4,4,,3/26- dt,Thurs
Ch-N,AB,43,43,WLT-652-15,,WLT-652-15,WLT,652,15,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,44,44,WLT-651-7,,WLT-651-7,WLT,651,7,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AB,45,45,WLT-655-2,,WLT-655-2,WLT,655,2,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,46,46,HEA-250-15,,HEA-250-15,HEA,250,15,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,47,47,HEA-253-5,,HEA-253-5,HEA,253,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,48,48,RO-543-12,,RO-543-12,RO,543,12,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AB,49,49,RO-542-2,,RO-542-2,RO,542,2,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,50,50,JAS-307-2,,JAS-307-2,JAS,307,2,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,51,51,JAS-304-7,,JAS-304-7,JAS,304,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,52,52,PRI-518-11,,PRI-518-11,PRI,518,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,53,53,PRI-521-8,,PRI-521-8,PRI,521,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,54,54,MAD-335-7,,MAD-335-7,MAD,335,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,55,55,FHL-213-12,,FHL-213-12,FHL,213,12,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AB,56,56,FHL-208-14,,FHL-208-14,FHL,208,14,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,57,57,COA-112-1,,COA-112-1,COA,112,1,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AB,58,58,COA-105-14,,COA-105-14,COA,105,14,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,59,59,PT-489-7,,PT-489-7,PT,489,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,60,60,PT-487-13,,PT-487-13,PT,487,13,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,61,61,BNC-20-8,,BNC-20-8,BNC,20,8,0,0,0,0,0,3,,5,5,,3/12- dt,Thurs
Ch-N,AB,62,62,COT-159-1,,COT-159-1,COT,159,1,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AB,63,63,COT-163-5,,COT-163-5,COT,163,5,0,0,0,0,1,5,,5,5,,,Thurs
Ch-N,AB,64,64,HAS-240-8,,HAS-240-8,HAS,240,8,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AB,65,65,HAS-238-12,REVERSED,HV-263-11,HV,263,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,66,66,HV-263-11,REVERSED,HAS-238-12,HAS,238,12,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,67,67,HV-265-8,,HV-265-8,HV,265,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,68,68,NAP-437-4,,NAP-437-4,NAP,437,4,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AB,69,69,BORDER,647-01,647-01,,647,1,0,0,0,1,4,5,,5,5,,3/5- dt,Thurs
Ch-N,AC,69,1,BORDER,650-15,650-15,,650,15,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AC,68,2,NAP-434-3,,NAP-434-3,NAP,434,3,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AC,67,3,HV-264-7,,HV-264-7,HV,264,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,66,4,HV-267-3,,HV-267-3,HV,267,3,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,65,5,HAS-244-6,,HAS-244-6,HAS,244,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,64,6,HAS-239-1,,HAS-239-1,HAS,239,1,0,0,0,0,1,2,,5,5,,,Thurs
Ch-N,AC,63,7,COT-160-11,,COT-160-11,COT,160,11,0,0,0,0,1,3,,5,5,,,Thurs
Ch-N,AC,62,8,COT-162-10,,COT-162-10,COT,162,10,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AC,61,9,BNC-16-5,,BNC-16-5,BNC,16,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,60,10,PT-485-4,,PT-485-4,PT,485,4,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,59,11,PT-490-10,,PT-490-10,PT,490,10,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,58,12,COA-111-1,,COA-111-1,COA,111,1,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,57,13,COA-106-8,,COA-106-8,COA,106,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,56,14,FHL-211-8,,FHL-211-8,FHL,211,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,55,15,FHL-206-14,,FHL-206-14,FHL,206,14,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,54,16,MAD-342-9,,MAD-342-9,MAD,342,9,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AC,53,17,PRI-516-8,,PRI-516-8,PRI,516,8,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AC,52,18,PRI-520-3,,PRI-520-3,PRI,520,3,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,51,19,JAS-308-6,,JAS-308-6,JAS,308,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,50,20,JAS-309-8,,JAS-309-8,JAS,309,8,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AC,49,21,RO-537-5,,RO-537-5,RO,537,5,0,0,0,0,0,4,,5,5,,,Thurs
Ch-N,AC,48,22,RO-544-5,,RO-544-5,RO,544,5,0,0,0,0,0,3,,5,5,,,Thurs
Ch-N,AC,47,23,HEA-247-11,,HEA-247-11,HEA,247,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,46,24,HEA-252-13,,HEA-252-13,HEA,252,13,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,45,25,PLA-511-2,,PLA-511-2,PLA,511,2,0,0,0,0,3,5,,5,5,,,Thurs
Ch-N,AC,44,26,WLT-653-15,,WLT-653-15,WLT,653,15,0,0,0,0,0,0,,3,5,,,Thurs
Ch-N,AC,43,27,WLT-656-13,,WLT-656-13,WLT,656,13,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,42,28,CHW-80-1,,CHW-80-1,CHW,80,1,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AC,41,29,CHW-77-11,,CHW-77-11,CHW,77,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,40,30,BNC-16-6,,BNC-16-6,BNC,16,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,39,31,CCNP-43-10,,CCNP-43-10,CCNP,43,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,38,32,,159-02,159-02,,159,2,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AC,37,33,MCL-363-2,,MCL-363-2,MCL,363,2,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,36,34,MCL-367-2,,MCL-367-2,MCL,367,2,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,35,35,GRV-234-11,,GRV-234-11,GRV,234,11,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,34,36,GRV-230-6,,GRV-230-6,GRV,230,6,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,33,37,TIN-619-7,,TIN-619-7,TIN,619,7,0,0,0,0,0,0,,3,5,,,Thurs
Ch-N,AC,32,38,TIN-617-8,,TIN-617-8,TIN,617,8,0,0,0,0,0,0,,4,5,,,Thurs
Ch-N,AC,31,39,PEN-498-7,,PEN-498-7,PEN,498,7,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,30,40,PEN-494-5,,PEN-494-5,PEN,494,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,29,41,PO-51-4,,PO-51-4,PO,51,4,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,28,42,PO-50-5,,PO-50-5,PO,50,5,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AC,27,43,MCK-390-8,,MCK-390-8,MCK,390,8,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,26,44,MCK-388-13,,MCK-388-13,MCK,388,13,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,25,45,ANG-11-5,,ANG-11-5,ANG,11,5,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,24,46,ANG-10-8,,ANG-10-8,ANG,10,8,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,23,47,ANG-15-9,,ANG-15-9,ANG,15,9,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,22,48,DUN-191-5,,DUN-191-5,DUN,191,5,0,0,0,0,3,5,,5,5,,,Thurs
Ch-N,AC,21,49,DUN-192-2,,DUN-192-2,DUN,192,2,0,0,0,0,1,4,,5,5,,,Thurs
Ch-N,AC,20,50,LAY-319-11,,LAY-319-11,LAY,319,11,0,0,0,0,0,0,,2,5,,,Thurs
Ch-N,AC,19,51,LAY-324-11,,LAY-324-11,LAY,324,11,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,18,52,WIL-646-10,,WIL-646-10,WIL,646,10,0,0,0,0,0,0,,5,5,,,Thurs
Ch-N,AC,17,53,OKG-456-5,,OKG-456-5,OKG,456,5,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AC,16,54,COT-160-5,,COT-160-5,COT,160,5,0,0,0,0,0,2,,5,5,,,Thurs
Ch-N,AC,15,55,COT-164-9,,COT-164-9,COT,164,9,0,0,0,0,0,1,,5,5,,,Thurs
Ch-N,AC,14,56,OJAI-461-6,,OJAI-461-6,OJAI,461,6,0,0,0,0,0,4,,5,5,,,Thurs
Ch-N,AC,13,57,OJAI-463-1,,OJAI-463-1,OJAI,463,1,0,0,0,0,0,0,,5,5,,,Thurs
