"PointID" "long" "lat" "elev" "mat" "map" "gsp" "mtcm" "mmin" "mtwm" "mmax" "sday" "fday" "ffp" "dd5" "gsdd5" "d100" "dd0" "mmindd0" "smrpb" "smrsprpb" "sprp" "smrp" "winp"
"510-3" -121.4027 36.7781 192 14.9 370 48 8.9 2.6 20.8 28.7 58 331 269 3657 3221 24 0 87 0.33 0.12 34 4 244
"509-3" -122.6916 40.2999 278 15.5 818 117 6.6 1.2 25.7 35.8 92 321 231 3910 3393 37 4 150 0.39 0.18 72 13 538
"48-2" -122.6113 40.2898 224 15.9 762 113 6.9 1.6 26.2 36 76 323 249 4060 3607 35 3 125 0.4 0.19 69 13 497
"47-3" -120.169 35.3858 473 15.1 341 49 8 0.8 23.3 33.4 84 318 233 3746 3152 30 0 174 0.36 0.09 35 3 222
"393-12" -120.1694 35.3884 479 15.1 341 49 8 0.8 23.3 33.4 83 318 234 3746 3158 30 0 175 0.36 0.09 35 3 222
"399-12" -122.6043 38.7596 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"212-11" -122.6047 38.7591 334 14.4 975 98 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.26 0.08 73 6 687
"213-16" -121.2372 35.9763 315 14.5 491 50 8.8 1.5 21.2 31.7 91 313 217 3499 2778 24 0 170 0.32 0.08 37 3 346
"176-10" -121.2369 35.9766 315 14.5 491 50 8.8 1.5 21.2 31.7 91 313 217 3499 2778 24 0 170 0.32 0.08 37 3 346
"175-4" -120.5198 35.5314 333 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"621-11" -120.523 35.5337 332 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"618-5" -123.2542 38.6203 328 12.4 1484 161 8 2.8 17.6 26.6 86 327 241 2758 2252 29 0 99 0.27 0.1 119 12 1038
"333-12" -123.261 38.6187 284 12.5 1434 155 8.2 2.9 17.5 26.5 86 327 243 2784 2258 28 0 92 0.27 0.11 114 12 1001
"334-9" -120.9506 35.7887 319 14.5 452 51 9.1 2.5 20.7 30.1 83 322 229 3522 2868 22 0 109 0.31 0.08 38 3 309
"657-5" -120.9519 35.7881 320 14.5 452 51 9.2 2.6 20.7 30.1 83 322 229 3522 2865 22 0 107 0.31 0.08 38 3 309
"662-5" -122.0897 39.9097 56 16.9 553 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 357
"469-10" -122.0891 39.9104 61 16.8 553 83 7.6 2.3 26.7 35.8 48 332 283 4362 4067 32 1 84 0.36 0.13 52 7 357
"198-13" -119.6904 37.2636 674 14.7 715 110 6.4 0.3 24.9 34.3 102 315 213 3644 3081 40 5 224 0.21 0.05 85 4 452
"203-5" -121.2092 38.654 50 16.4 532 74 7.6 3.1 25.1 34.7 35 343 303 4227 4042 32 1 56 0.3 0.1 52 5 340
"652-11" -121.2147 38.6333 35 16.5 525 73 7.6 3.1 25.1 34.8 35 343 303 4236 4051 32 1 56 0.3 0.1 51 5 336
"651-10" -123.3417 39.384 434 12.9 1296 147 6.7 0.7 20.3 30.6 106 296 181 2984 2285 37 3 225 0.28 0.09 109 10 885
"498-9" -123.3469 39.4114 416 13 1301 147 6.7 0.7 20.4 30.8 106 296 181 3002 2298 37 3 225 0.28 0.09 109 10 890
"497-4" -121.1886 39.202 421 15.2 1093 148 6.8 1.6 24.7 33.7 77 324 246 3793 3361 36 3 126 0.25 0.07 108 8 710
"150-7" -121.1856 39.2026 423 15.2 1095 148 6.8 1.6 24.7 33.7 77 324 246 3788 3358 36 3 127 0.25 0.07 108 8 711
"156-7" -122.2912 40.3675 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"436-4" -122.311 40.3603 131 16.8 720 121 7.5 2.4 27.3 36.4 51 333 282 4360 4062 32 1 85 0.39 0.18 74 13 457
"283-4" -122.264 38.3349 27 15.5 621 61 8.2 3 22.3 31.4 53 336 288 3881 3538 28 0 66 0.27 0.09 45 4 434
"282-1" -120.6923 35.7791 222 15.2 355 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 148 0.38 0.1 31 3 240
"457-1" -120.693 35.7783 224 15.2 356 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 149 0.38 0.1 31 3 241
"459-2" -121.3631 38.0571 -3 16.3 373 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 244
"596-3" -121.3624 38.0555 -3 16.3 372 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 243
"594-9" -122.5563 38.4233 155 14.7 869 86 8.1 2.7 21.3 31 59 331 268 3597 3216 29 0 83 0.26 0.1 63 6 609
"380-1" -122.5544 38.4237 156 14.7 866 85 8.1 2.7 21.3 31 59 331 268 3600 3219 29 0 83 0.27 0.1 62 6 609
"382-5" -121.903 39.1872 7 16.5 444 53 7.4 2.1 25.7 35.5 53 332 274 4247 3932 33 1 90 0.32 0.09 34 3 300
"431-10" -121.9274 39.1872 12 16.5 432 50 7.4 2.1 25.7 35.5 57 329 266 4241 3884 33 1 93 0.32 0.09 32 3 293
"193-3" -121.6701 37.3261 665 14.2 652 77 7.5 2.8 22.3 29.6 75 331 266 3423 3031 33 0 92 0.22 0.07 59 4 440
"192-12" -119.1436 36.7426 563 16 709 114 7.2 2 26.3 34.6 75 325 246 4104 3650 34 1 107 0.23 0.03 87 3 448
"310-8" -119.1539 36.7452 548 16.1 702 114 7.2 2 26.3 34.6 74 325 246 4112 3664 34 1 105 0.23 0.03 87 3 442
"462-14" -119.1705 36.3365 117 16.9 325 54 7.4 2 26.4 36.1 54 329 265 4382 4038 32 1 97 0.26 0.05 40 2 201
"279-11" -119.2453 34.4414 230 16.2 460 49 10.9 4.5 22.3 29.3 31 350 318 4099 3829 17 0 30 0.36 0.06 35 2 322
"347-9" -120.3998 35.1126 244 14.8 431 55 10.2 3.1 19.7 27.7 58 334 279 3606 3108 19 0 71 0.31 0.07 41 3 283
"350-5" -118.7156 34.098 167 16.7 427 43 12.9 6.5 21.8 28.8 2 364 364 4279 4263 13 0 5 0.39 0.13 30 4 303
"538-16" -118.7154 34.0981 160 16.7 423 42 12.9 6.5 21.8 28.7 1 364 364 4281 4273 13 0 5 0.4 0.14 29 4 301
"276-5" -120.1881 34.5521 195 15.1 460 55 11.4 4.4 19.4 27.1 45 347 303 3688 3280 16 0 39 0.25 0.05 43 2 307
"26-2" -121.4073 36.7751 221 14.9 384 49 8.9 2.5 20.9 28.9 60 331 266 3646 3202 24 0 91 0.32 0.11 35 4 254
"24-15" -121.1078 39.0344 424 15.3 980 135 7 1.8 24.8 33.6 74 325 248 3838 3413 35 2 114 0.27 0.09 98 9 630
"514-4" -121.1077 39.0005 412 15.4 952 132 7.1 1.9 24.9 33.7 70 326 252 3869 3464 35 2 109 0.28 0.09 95 9 610
"49-12" -122.7851 40.3193 459 14.3 914 126 5.6 0 24.4 35 107 311 213 3522 2956 44 12 238 0.4 0.18 78 14 605
"53-13" -120.1729 35.3858 481 15.1 344 49 8 0.8 23.2 33.4 82 318 234 3734 3154 30 0 176 0.36 0.09 35 3 225
"392-7" -120.1869 35.3808 491 15 356 50 8 0.8 23.1 33.3 82 318 234 3716 3136 30 0 177 0.35 0.08 36 3 233
"397-3" -122.6038 38.7597 326 14.4 969 98 6.7 0.6 23 33.7 94 313 217 3524 2959 37 3 201 0.26 0.08 73 6 682
"211-3" -122.6033 38.7604 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"208-4" -121.2369 35.9762 313 14.5 490 50 8.8 1.5 21.2 31.7 91 313 217 3499 2778 24 0 170 0.32 0.08 37 3 345
"468-6" -121.2334 35.9792 298 14.5 482 50 8.8 1.6 21.1 31.6 90 314 218 3501 2788 24 0 166 0.32 0.08 37 3 338
"466-2" -119.7403 37.1583 357 16.1 503 78 7 1.5 26.5 36 80 323 244 4137 3641 35 2 133 0.2 0.05 61 3 315
"465-8" -119.7322 37.1493 369 16.1 508 78 7 1.5 26.5 35.9 80 323 244 4121 3632 35 2 133 0.2 0.05 61 3 318
"337-2" -119.7321 37.1489 368 16.1 508 78 7 1.5 26.5 35.9 80 323 244 4121 3632 35 2 133 0.2 0.05 61 3 318
"332-13" -119.3683 36.9722 588 15.8 669 106 7.1 1.7 26.3 34.6 80 325 246 4036 3574 35 1 123 0.2 0.04 82 3 421
"327-6" -120.9411 35.7875 288 14.6 436 50 9.2 2.6 20.6 30.1 75 324 240 3534 2934 22 0 105 0.32 0.08 37 3 298
"658-9" -120.9692 35.7847 341 14.5 467 52 9.2 2.7 20.6 29.9 83 322 229 3502 2849 22 0 106 0.3 0.08 39 3 321
"663-4" -122.0914 39.9104 54 16.9 550 82 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.37 0.14 51 7 355
"470-2" -122.0872 39.9129 55 16.9 553 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 357
"200-14" -119.6689 37.2717 744 14.4 761 118 6.2 0 24.5 33.9 109 314 210 3521 2941 41 6 248 0.2 0.04 91 4 482
"201-5" -121.2363 38.6341 35 16.4 523 72 7.6 3.1 25.1 34.7 35 343 303 4226 4042 32 1 56 0.31 0.1 50 5 336
"656-12" -121.2156 38.6338 48 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"499-4" -123.3423 39.381 425 12.9 1292 147 6.7 0.7 20.3 30.7 106 296 181 2993 2289 37 3 224 0.28 0.09 109 10 882
"492-4" -121.189 39.2013 420 15.2 1090 147 6.8 1.6 24.7 33.7 77 324 246 3793 3361 36 3 126 0.26 0.07 107 8 708
"154-16" -121.1782 39.2041 428 15.1 1100 149 6.8 1.6 24.6 33.6 79 324 245 3782 3343 36 3 127 0.25 0.07 109 8 714
"153-5" -122.3067 40.3602 134 16.8 723 123 7.5 2.4 27.3 36.4 51 333 282 4354 4056 32 1 85 0.4 0.19 75 14 458
"434-1" -122.2998 40.3628 133 16.8 725 123 7.5 2.4 27.3 36.4 51 333 282 4363 4065 32 1 85 0.4 0.19 75 14 459
"286-7" -122.2525 38.2774 44 15.4 613 60 8.3 3.1 21.9 30.6 49 338 291 3844 3526 27 0 61 0.25 0.09 45 4 427
"284-5" -120.672 35.8085 289 15.2 366 46 8.1 0.9 23 34.3 86 316 228 3781 3130 28 0 170 0.35 0.09 33 3 248
"460-3" -120.6886 35.7827 225 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3787 3129 26 0 149 0.38 0.1 31 3 239
"187-5" -121.3626 38.0557 -2 16.3 373 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 244
"189-10" -120.8478 37.6451 37 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4208 3858 35 3 98 0.31 0.08 37 3 208
"186-12" -120.8478 37.6451 37 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4208 3858 35 3 98 0.31 0.08 37 3 208
"188-1" -120.8478 37.6457 35 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4211 3861 35 3 98 0.31 0.08 37 3 208
"383-9" -120.848 37.6456 35 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4211 3861 35 3 98 0.31 0.08 37 3 208
"429-15" -121.93 39.1872 11 16.5 430 50 7.4 2.1 25.7 35.5 57 329 266 4241 3884 33 1 93 0.32 0.09 32 3 292
"231-6" -121.6688 37.3241 649 14.2 648 77 7.6 2.8 22.3 29.6 75 331 266 3431 3033 32 0 92 0.22 0.07 59 4 437
"234-4" -122.9754 39.4302 550 13.3 1000 115 5.9 -0.6 22.2 33.2 114 295 181 3140 2450 43 9 319 0.29 0.11 83 9 683
"446-7" -122.9646 39.4489 557 13.2 996 116 5.8 -0.6 22.2 33.2 115 295 181 3134 2445 44 10 323 0.29 0.11 83 9 680
"441-2" -121.6026 38.8812 12 16.4 529 63 7.5 2.7 25.2 35.1 41 337 291 4223 3991 32 1 69 0.29 0.09 44 4 355
"278-10" -121.5815 38.8806 7 16.4 534 65 7.5 2.7 25.2 35.1 41 337 294 4225 3994 32 1 69 0.27 0.09 46 4 356
"281-7" -120.3878 35.1059 228 14.9 418 54 10.3 3.2 19.7 27.7 56 335 281 3630 3141 19 0 68 0.32 0.08 40 3 274
"356-7" -120.3951 35.1147 224 14.9 423 54 10.3 3.2 19.7 27.6 55 335 280 3627 3145 19 0 68 0.32 0.08 40 3 278
"352-11" -119.901 37.4585 702 13.9 775 118 5.9 -0.4 23.9 33.9 112 308 198 3382 2791 44 9 291 0.22 0.06 90 5 495
"124-9" -119.8733 37.4604 679 14.1 763 117 5.9 -0.3 24 34.1 109 309 202 3427 2847 43 9 278 0.22 0.06 89 5 486
"126-4" -118.6519 35.0016 1513 11.7 388 66 4.6 -0.1 21.6 28.4 120 310 201 2687 2297 63 33 305 0.43 0.19 43 8 244
"298-5" -118.6522 35.0016 1505 11.8 384 65 4.7 0 21.7 28.4 121 310 201 2705 2309 62 33 300 0.44 0.19 42 8 242
"25-9" -119.8263 36.3441 62 17.5 191 32 7.5 2.5 27.6 36.8 39 336 290 4620 4396 32 1 74 0.33 0.09 22 2 119
"23-11" -121.0988 39.0346 444 15.2 997 138 7 1.8 24.8 33.6 77 325 247 3818 3383 35 2 118 0.28 0.09 99 9 641
"515-4" -121.1084 38.9966 402 15.4 940 130 7.1 2 24.9 33.7 67 326 255 3878 3490 35 2 107 0.27 0.1 94 9 603
"607-6" -122.02 39.3768 34 16.5 452 56 7.3 1.9 25.9 35.5 62 329 262 4240 3858 33 1 100 0.33 0.11 35 4 304
"600-8" -121.8733 37.6033 81 15.1 363 45 8.2 3 21.2 29.8 41 338 292 3734 3470 28 0 64 0.29 0.09 33 3 237
"623-4" -121.8737 37.6011 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3731 3467 28 0 64 0.29 0.09 33 3 237
"624-3" -123.2045 39.1021 174 14.5 976 105 7.9 2 21.9 32.1 79 322 233 3523 2991 30 0 122 0.28 0.09 78 7 677
"580-4" -123.2073 39.1007 184 14.5 984 106 7.9 1.9 21.8 32.1 82 321 230 3511 2959 30 0 126 0.29 0.09 78 7 682
"584-15" -120.3929 37.9752 525 14.4 788 116 6.2 0.1 24.3 34.7 107 311 209 3541 2930 40 6 248 0.23 0.07 88 6 496
"342-5" -120.404 38.0113 638 14 865 127 6 -0.1 23.7 34 108 310 203 3390 2816 42 8 271 0.23 0.07 96 7 547
"336-12" -119.2477 36.9687 607 15.9 714 116 7.1 1.8 26.3 34.4 79 325 243 4048 3590 35 1 117 0.22 0.05 88 4 450
"29-4" -119.3679 36.9717 586 15.9 668 106 7.1 1.7 26.3 34.6 80 325 246 4039 3577 35 1 123 0.2 0.04 82 3 420
"31-14" -121.0141 38.0521 57 16.3 420 64 7.2 2.5 25.2 35.2 45 335 288 4164 3918 34 2 79 0.31 0.11 46 5 262
"98-14" -121.0145 38.0598 50 16.3 420 64 7.2 2.5 25.3 35.2 45 335 288 4182 3936 34 2 79 0.31 0.11 46 5 262
"104-8" -123.0193 38.8227 118 15 1049 104 8.1 2.1 21.8 32.2 73 326 249 3688 3182 29 0 113 0.28 0.09 77 7 734
"127-13" -123.0319 38.8544 131 14.9 1038 105 8 2 21.9 32.3 76 325 247 3660 3142 30 0 118 0.28 0.09 78 7 726
"129-6" -118.6199 34.9879 1766 10.6 499 81 3.9 -0.6 20.2 26.6 125 307 200 2359 2023 78 58 388 0.42 0.17 54 9 320
"169-14" -118.6189 34.9874 1743 10.7 487 79 3.9 -0.6 20.4 26.8 125 307 199 2392 2047 77 56 381 0.41 0.17 53 9 312
"165-4" -118.5928 34.975 1636 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2562 2200 69 42 334 0.44 0.19 47 9 278
"305-9" -118.5937 34.9755 1645 11.2 441 73 4.3 -0.3 21 27.5 121 308 201 2545 2188 69 43 336 0.43 0.19 48 9 281
"309-14" -122.2411 37.405 124 13.8 605 72 9.4 4.5 18 24.3 33 351 327 3241 3021 21 0 32 0.22 0.09 55 5 399
"367-6" -122.2395 37.4054 121 13.8 601 71 9.4 4.5 18 24.3 33 351 327 3247 3026 21 0 32 0.22 0.09 54 5 397
"362-8" -122.4242 38.8703 639 13.5 950 102 6.1 0.4 22.6 32.7 103 309 204 3229 2707 43 8 237 0.28 0.1 73 7 660
"507-8" -122.422 38.8717 645 13.5 954 102 6.1 0.4 22.6 32.7 104 309 204 3226 2697 43 8 238 0.28 0.1 73 7 663
"503-9" -121.1503 36.4901 311 15.3 330 44 8.2 1 23 33.5 84 321 235 3794 3182 28 0 172 0.33 0.09 32 3 212
"57-4" -121.1479 36.4921 321 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"62-2" -121.1841 37.6985 22 16.3 299 43 7.1 2.4 25.1 34.6 42 334 288 4182 3955 34 2 82 0.3 0.1 31 3 192
"403-2" -121.181 37.7042 10 16.3 297 43 7.1 2.5 25.1 34.6 42 334 287 4194 3966 34 2 80 0.3 0.1 31 3 190
"401-8" -122.0779 38.5148 57 16 569 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 399
"94-3" -122.0838 38.5153 60 16 573 57 7.7 2.3 23.9 34.1 59 333 276 4047 3689 32 1 88 0.3 0.1 41 4 401
"93-4" -122.7115 39.0215 399 14.1 842 87 6.2 -0.4 23.4 34.2 109 300 189 3440 2745 40 6 281 0.28 0.1 63 6 590
"74-14" -122.7113 39.0212 399 14.1 842 87 6.2 -0.4 23.4 34.2 109 300 189 3440 2745 40 6 281 0.28 0.1 63 6 590
"71-10" -118.7259 34.1603 325 16.6 485 50 11.9 5 22.7 31.2 24 351 335 4232 3976 14 0 26 0.39 0.14 35 5 343
"76-4" -118.7307 34.1564 294 16.6 474 48 12.1 5.2 22.6 30.9 22 355 342 4252 4032 14 0 23 0.37 0.12 34 4 336
"233-7" -118.7238 34.1645 328 16.6 486 50 11.9 4.9 22.8 31.2 29 349 328 4239 3934 14 0 28 0.39 0.14 35 5 344
"230-15" -122.965 39.4488 555 13.3 995 116 5.8 -0.6 22.2 33.2 115 295 181 3140 2450 44 10 323 0.29 0.11 83 9 679
"444-7" -123.0155 39.4274 814 12.1 1202 146 5.2 -0.9 20.6 31.1 125 291 172 2736 2085 50 18 386 0.28 0.1 105 11 813
"440-12" -121.6061 38.8814 11 16.4 528 63 7.5 2.7 25.2 35.1 41 337 291 4223 3991 32 1 69 0.29 0.09 44 4 354
"277-9" -121.5945 38.8865 9 16.4 532 64 7.5 2.7 25.2 35.1 41 337 291 4225 3994 32 1 69 0.28 0.09 45 4 355
"280-13" -120.3911 35.124 249 14.9 428 54 10.2 3 19.9 27.9 58 334 278 3619 3126 19 0 73 0.32 0.08 40 3 282
"357-2" -120.4009 35.1122 253 14.8 435 55 10.2 3.1 19.7 27.7 58 333 275 3595 3091 19 0 71 0.31 0.07 41 3 286
"353-3" -119.9511 37.4667 557 14.6 685 103 6.2 0.2 24.7 34.7 98 313 210 3619 3076 40 6 228 0.21 0.05 80 4 436
"123-12" -119.8797 37.4611 672 14.1 759 115 5.9 -0.3 24.1 34.1 107 310 206 3443 2878 43 9 276 0.22 0.06 87 5 484
"122-5" -118.651 35.0017 1519 11.7 389 66 4.6 -0.1 21.6 28.3 120 310 201 2684 2297 63 34 306 0.43 0.19 43 8 245
"294-14" -118.6505 35.0014 1521 11.7 391 66 4.6 -0.1 21.6 28.3 120 310 201 2683 2297 64 35 306 0.43 0.19 43 8 247
"295-5" -119.8231 36.3437 78 17.5 194 32 7.4 2.5 27.6 36.8 41 336 289 4603 4371 32 1 75 0.33 0.09 22 2 121
"521-14" -119.8251 36.3447 60 17.5 191 32 7.5 2.5 27.6 36.8 39 336 290 4620 4396 32 1 74 0.33 0.09 22 2 119
"517-14" -121.9923 39.4627 32 16.6 489 62 7.4 2 26.1 35.5 58 330 268 4269 3917 33 1 95 0.35 0.13 39 5 326
"604-7" -122.0172 39.4555 39 16.5 480 61 7.4 2 26 35.5 60 330 267 4251 3888 33 1 97 0.36 0.13 38 5 321
"602-9" -121.8751 37.5987 82 15.1 367 46 8.2 3 21.2 29.7 41 338 292 3731 3467 28 0 64 0.28 0.09 34 3 239
"627-10" -121.8736 37.602 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3734 3470 28 0 64 0.29 0.09 33 3 237
"625-6" -123.2197 39.0924 196 14.3 1000 108 7.9 1.9 21.6 31.8 83 320 228 3463 2904 30 0 127 0.29 0.09 80 7 693
"578-13" -123.2159 39.0793 213 14.3 1018 111 7.8 1.9 21.5 31.7 88 317 226 3434 2841 30 0 130 0.28 0.09 82 7 704
"579-7" -120.4227 37.9564 437 14.8 725 107 6.4 0.4 24.6 35 91 314 216 3657 3147 39 5 215 0.23 0.07 82 6 455
"339-4" -120.4244 37.9573 440 14.8 727 107 6.4 0.4 24.6 35 91 314 215 3651 3141 39 5 215 0.23 0.07 82 6 457
"335-13" -119.3678 36.9743 581 15.9 666 105 7.1 1.7 26.3 34.6 80 325 246 4048 3586 35 1 123 0.21 0.04 81 3 420
"27-5" -119.3679 36.9717 582 15.9 666 105 7.1 1.7 26.3 34.6 80 325 246 4048 3586 35 1 123 0.21 0.04 81 3 420
"34-9" -121.014 38.0542 68 16.2 425 65 7.2 2.5 25.2 35.1 50 334 287 4161 3887 34 2 80 0.3 0.11 47 5 265
"102-11" -121.0112 38.0514 45 16.3 414 64 7.2 2.5 25.3 35.2 45 335 288 4182 3936 34 2 79 0.31 0.11 46 5 258
"103-1" -123.0375 38.8595 125 14.9 1031 104 8 2 21.8 32.2 73 325 249 3656 3154 30 0 116 0.28 0.09 77 7 721
"131-15" -123.0375 38.8597 125 14.9 1031 104 8 2 21.8 32.2 73 325 249 3656 3154 30 0 116 0.28 0.09 77 7 721
"130-1" -118.62 34.9871 1747 10.7 490 80 3.9 -0.6 20.4 26.8 125 307 199 2392 2047 77 56 383 0.43 0.17 53 9 313
"171-2" -118.6198 34.9873 1746 10.7 489 79 3.9 -0.6 20.4 26.8 125 307 199 2392 2047 77 56 383 0.41 0.17 53 9 313
"166-3" -118.5924 34.9747 1631 11.3 435 71 4.3 -0.3 21.1 27.6 121 308 200 2567 2204 69 42 331 0.45 0.2 46 9 278
"306-2" -118.5934 34.9755 1643 11.2 441 73 4.3 -0.3 21 27.6 121 308 201 2548 2191 69 43 336 0.43 0.19 48 9 281
"303-8" -122.2436 37.4032 123 13.8 606 72 9.4 4.6 18 24.2 32 352 333 3238 3028 21 0 31 0.22 0.09 55 5 400
"364-3" -122.2404 37.4043 117 13.8 600 71 9.4 4.6 18 24.3 32 351 332 3247 3032 21 0 31 0.22 0.09 54 5 396
"366-5" -122.4226 38.8696 638 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"504-3" -122.4233 38.8702 639 13.5 950 102 6.1 0.4 22.6 32.7 104 309 204 3232 2701 43 8 237 0.28 0.1 73 7 660
"500-15" -121.1475 36.4918 321 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"55-3" -121.1453 36.4946 327 15.3 333 45 8.2 0.9 23.1 33.8 83 321 237 3797 3194 28 0 176 0.36 0.09 32 3 213
"58-14" -121.1785 37.7063 34 16.3 304 45 7.1 2.4 25.1 34.7 42 334 288 4174 3949 34 2 82 0.32 0.09 32 3 194
"402-5" -121.1835 37.6956 19 16.3 298 43 7.1 2.4 25.1 34.6 42 334 288 4182 3955 34 2 82 0.3 0.1 31 3 191
"404-10" -122.0832 38.5151 57 16 570 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 399
"95-2" -122.0782 38.5148 57 16 569 56 7.7 2.4 23.9 34.1 58 333 277 4049 3697 32 1 86 0.27 0.1 41 4 399
"96-13" -122.7135 39.0219 401 14.1 843 87 6.2 -0.4 23.4 34.2 109 300 189 3437 2742 40 6 281 0.28 0.1 63 6 591
"75-15" -122.7137 39.022 403 14.1 843 87 6.2 -0.4 23.4 34.2 109 300 189 3434 2742 41 6 281 0.28 0.1 63 6 591
"73-15" -118.7241 34.1636 327 16.6 486 50 11.9 5 22.8 31.2 28 350 329 4239 3948 14 0 27 0.39 0.14 35 5 344
"263-1" -118.7259 34.1608 328 16.6 487 50 11.9 5 22.7 31.2 28 350 329 4232 3942 14 0 27 0.39 0.14 35 5 345
"236-5" -118.9005 34.1432 307 16.1 490 49 11.9 5.7 21.7 29 15 362 362 4074 3956 14 0 16 0.36 0.11 35 4 349
"235-4" -122.964 39.4485 557 13.3 995 116 5.8 -0.6 22.2 33.2 115 295 181 3137 2447 44 10 323 0.29 0.11 83 9 679
"443-5" -122.9641 39.4487 557 13.3 995 116 5.8 -0.6 22.2 33.2 115 295 181 3137 2447 44 10 323 0.29 0.11 83 9 679
"445-2" -121.6057 38.8815 8 16.4 528 63 7.5 2.7 25.2 35.1 41 337 291 4225 3994 32 1 69 0.29 0.09 44 4 354
"86-3" -121.6059 38.8818 11 16.4 528 63 7.5 2.7 25.2 35.1 41 337 291 4223 3991 32 1 69 0.29 0.09 44 4 354
"91-8" -121.7839 39.7118 81 16.6 701 97 7.3 2.2 26.3 35.3 45 333 284 4282 4021 33 1 86 0.33 0.11 64 7 457
"355-2" -121.7846 39.7063 87 16.6 706 98 7.3 2.2 26.3 35.3 45 333 285 4274 4015 33 1 86 0.32 0.11 65 7 460
"358-3" -119.9011 37.4585 703 13.9 776 118 5.8 -0.4 23.8 33.9 112 308 198 3377 2788 44 10 291 0.22 0.06 90 5 496
"121-7" -119.9017 37.4597 709 13.9 779 118 5.8 -0.5 23.8 33.9 113 306 195 3371 2768 44 10 295 0.22 0.06 90 5 497
"125-9" -118.6505 35.0016 1524 11.7 393 66 4.6 -0.1 21.6 28.3 120 310 201 2680 2294 64 35 306 0.43 0.19 43 8 248
"299-9" -118.6518 35.0014 1513 11.7 388 66 4.6 -0.1 21.6 28.4 120 310 201 2687 2297 63 33 305 0.43 0.19 43 8 244
"296-1" -119.8338 36.3539 64 17.5 192 32 7.4 2.5 27.6 36.8 40 336 290 4615 4388 32 1 74 0.33 0.09 22 2 120
"516-7" -119.825 36.3476 61 17.5 191 32 7.5 2.5 27.6 36.8 39 336 290 4620 4396 32 1 74 0.33 0.09 22 2 119
"519-3" -122.0172 39.4552 41 16.5 481 62 7.4 1.9 26 35.5 61 330 265 4251 3881 33 1 98 0.35 0.13 39 5 321
"601-3" -122.0182 39.4606 31 16.6 478 61 7.4 2 26.1 35.5 58 330 267 4272 3920 33 1 96 0.36 0.13 38 5 319
"603-10" -121.8736 37.601 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3731 3467 28 0 64 0.29 0.09 33 3 237
"629-8" -121.8736 37.6016 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3734 3470 28 0 64 0.29 0.09 33 3 237
"626-1" -123.2086 39.0977 183 14.5 984 106 7.9 2 21.8 32 80 321 233 3505 2965 30 0 123 0.29 0.09 78 7 682
"581-7" -123.2159 39.0795 215 14.3 1018 111 7.8 1.9 21.5 31.7 89 317 226 3431 2832 30 0 130 0.28 0.09 82 7 704
"582-3" -120.3884 37.9793 529 14.4 792 116 6.2 0 24.3 34.7 107 311 208 3539 2930 40 7 252 0.23 0.07 88 6 499
