"PointID" "long" "lat" "elev" "mat" "map" "gsp" "mtcm" "mmin" "mtwm" "mmax" "sday" "fday" "ffp" "dd5" "gsdd5" "d100" "dd0" "mmindd0" "smrpb" "smrsprpb" "sprp" "smrp" "winp"
"16-1" -121.7025 37.1298 159 14.7 477 58 8.8 3.3 20.4 27.8 52 338 289 3589 3232 24 0 61 0.26 0.09 43 4 320
"397-8" -118.6735 35.255 603 16.9 267 51 7.8 1.2 27.4 36.1 72 325 249 4411 3917 31 0 133 0.38 0.14 35 5 154
"396-13" -122.6033 38.7604 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"248-1" -122.6038 38.7606 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"249-9" -122.8298 38.6142 47 14.9 966 93 8.3 2.6 21.4 31.5 58 333 270 3663 3282 27 0 87 0.27 0.09 69 6 679
"590-12" -122.8297 38.6142 37 14.9 955 91 8.3 2.6 21.4 31.5 57 334 274 3672 3300 27 0 86 0.26 0.09 68 6 672
"586-5" -118.8148 36.0919 267 17.9 384 67 8.3 2.2 28.2 37.4 52 332 279 4750 4381 27 0 88 0.29 0.06 48 3 233
"66-10" -118.8978 36.08 225 17.8 359 63 8.2 2.3 28 37.2 49 333 280 4707 4371 28 0 84 0.29 0.07 46 3 217
"70-9" -119.473 36.7472 125 17.1 356 55 7.5 2.4 27.1 36.5 48 333 282 4462 4179 32 1 84 0.22 0.05 43 2 223
"283-11" -119.4601 36.7566 130 17.1 364 56 7.5 2.4 27.1 36.5 48 333 282 4465 4182 32 1 84 0.22 0.05 44 2 228
"285-15" -120.6923 35.7791 222 15.2 355 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 148 0.38 0.1 31 3 240
"497-12" -120.6863 35.7842 227 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3790 3132 26 0 149 0.38 0.1 31 3 239
"499-2" -121.1856 39.2026 423 15.2 1095 148 6.8 1.6 24.7 33.7 77 324 246 3788 3358 36 3 127 0.25 0.07 108 8 711
"658-14" -121.189 39.2013 420 15.2 1090 147 6.8 1.6 24.7 33.7 77 324 246 3793 3361 36 3 126 0.26 0.07 107 8 708
"664-5" -122.0914 39.9104 54 16.9 550 82 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.37 0.14 51 7 355
"219-4" -122.0855 39.9184 62 16.8 557 84 7.6 2.3 26.7 35.8 47 332 283 4365 4076 32 1 84 0.35 0.13 52 7 359
"221-11" -118.8943 34.8732 975 14.3 328 53 6.6 0.7 24.1 32.4 100 319 228 3484 2973 39 4 201 0.39 0.14 36 5 204
"486-2" -118.8938 34.8741 973 14.3 326 53 6.6 0.7 24.1 32.5 101 319 227 3487 2968 39 4 201 0.39 0.14 36 5 202
"484-4" -120.7534 36.1435 440 15.1 340 45 7.5 0.2 23.9 35.3 98 312 209 3759 3071 33 1 230 0.41 0.1 31 3 225
"320-11" -120.75 36.1381 445 15.1 343 45 7.5 0.2 23.9 35.3 98 312 210 3747 3062 33 0 231 0.41 0.1 31 3 228
"321-7" -123.5242 39.746 457 12.4 1550 187 6.1 0.7 20 30.1 115 289 168 2819 2086 42 7 237 0.32 0.12 133 16 1044
"463-3" -123.4807 39.6722 500 12.3 1496 179 6 0.4 19.9 30.1 121 288 162 2791 2027 42 8 260 0.31 0.12 129 15 1009
"239-14" -119.2315 34.4544 245 16.2 458 49 10.8 4.4 22.4 29.6 36 349 309 4103 3798 17 0 33 0.36 0.06 35 2 321
"241-3" -121.5495 36.3878 541 13.8 633 76 8.7 2.3 20.2 28.6 83 326 246 3264 2713 25 0 130 0.21 0.08 60 5 425
"603-12" -121.5529 36.3854 519 13.8 629 76 8.8 2.3 20.1 28.5 83 327 248 3270 2717 24 0 127 0.21 0.08 60 5 422
"151-9" -121.8736 37.6016 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3734 3470 28 0 64 0.29 0.09 33 3 237
"153-6" -122.2928 40.3676 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"670-4" -122.2998 40.3628 133 16.8 725 123 7.5 2.4 27.3 36.4 51 333 282 4363 4065 32 1 85 0.4 0.19 75 14 459
"671-2" -120.7867 35.5492 282 14.5 524 59 9.3 2.6 20.1 29.1 68 332 264 3494 2980 21 0 98 0.28 0.07 45 3 358
"463-6" -120.7866 35.549 281 14.5 524 59 9.3 2.6 20.1 29.1 69 331 262 3494 2967 21 0 97 0.28 0.07 45 3 358
"287-10" -119.2315 34.4544 245 16.2 458 49 10.8 4.4 22.4 29.6 36 349 309 4103 3798 17 0 33 0.36 0.06 35 2 321
"289-8" -120.67 35.8101 286 15.2 364 46 8.1 0.9 23 34.3 86 316 229 3781 3130 28 0 170 0.35 0.09 33 3 246
"186-6" -120.6932 35.7784 201 15.3 347 43 8.5 1.3 22.5 33.4 84 320 233 3801 3145 25 0 142 0.34 0.1 31 3 234
"542-16" -120.8478 37.6457 35 16.4 333 51 6.9 2.1 25.8 35.5 61 329 263 4211 3861 35 3 98 0.31 0.08 37 3 208
"541-14" -120.1846 34.5536 207 15.1 461 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 308
"568-11" -120.1847 34.5534 207 15.1 461 55 11.3 4.3 19.5 27.3 46 346 300 3685 3267 16 0 41 0.25 0.05 43 2 308
"567-7" -120.5406 35.3551 347 14.6 566 65 9.2 2.1 20.5 29.6 78 327 251 3545 2943 22 0 114 0.27 0.06 50 3 383
"118-9" -120.5398 35.3547 345 14.6 566 65 9.2 2.1 20.5 29.6 78 327 251 3545 2943 22 0 113 0.27 0.06 50 3 383
"113-4" -118.6659 35.0054 1241 13 312 56 5.5 0.2 23 30.5 114 313 205 3074 2600 50 16 254 0.47 0.22 36 8 190
"117-11" -118.6675 35.0053 1219 13.1 307 54 5.6 0.2 23.1 30.6 114 314 207 3114 2631 49 14 251 0.46 0.23 35 8 188
"376-9" -118.6661 35.0056 1236 13 310 56 5.5 0.2 23 30.5 115 313 205 3083 2601 50 15 254 0.47 0.22 36 8 189
"383-12" -121.8987 39.187 1 16.5 444 53 7.4 2.1 25.7 35.5 51 332 274 4252 3946 33 1 90 0.32 0.09 34 3 300
"365-7" -121.93 39.1872 11 16.5 430 50 7.4 2.1 25.7 35.5 57 329 266 4241 3884 33 1 93 0.32 0.09 32 3 292
"361-9" -122.4229 38.87 638 13.5 949 102 6.1 0.4 22.6 32.7 104 309 204 3234 2701 43 8 237 0.28 0.1 73 7 659
"209-12" -122.4254 38.8735 641 13.5 951 102 6.1 0.4 22.6 32.7 104 309 204 3226 2697 43 8 238 0.28 0.1 73 7 661
"210-5" -121.2344 35.9803 301 14.5 483 50 8.8 1.5 21.2 31.6 91 314 218 3507 2788 24 0 168 0.32 0.08 37 3 339
"665-2" -121.2328 35.9804 300 14.5 482 50 8.8 1.5 21.2 31.6 90 314 218 3507 2794 24 0 167 0.32 0.08 37 3 338
"669-15" -120.7917 35.5502 253 14.5 511 58 9.4 2.7 20 28.9 70 331 257 3494 2958 22 0 92 0.29 0.07 44 3 348
"23-7" -120.7753 35.5518 272 14.5 517 59 9.3 2.5 20.2 29.3 66 331 265 3509 3004 21 0 99 0.28 0.07 45 3 352
"140-8" -121.1084 38.9966 402 15.4 940 130 7.1 2 24.9 33.7 67 326 255 3878 3490 35 2 107 0.27 0.1 94 9 603
"646-6" -118.6921 35.0048 930 14.7 291 52 6.6 0.4 24.9 33.3 89 316 219 3638 3157 38 4 209 0.44 0.21 34 7 175
"647-4" -122.3548 39.0036 320 14.9 608 62 6.5 0.3 24.4 34.9 79 316 230 3707 3254 38 5 210 0.32 0.1 42 4 428
"56-8" -122.3546 39.0031 317 14.9 607 61 6.5 0.3 24.4 34.9 79 316 230 3710 3254 38 4 208 0.33 0.1 41 4 428
"61-13" -121.1797 37.7055 28 16.3 302 44 7.1 2.4 25.1 34.7 42 334 288 4182 3955 34 2 82 0.33 0.1 31 3 193
"651-5" -121.1842 37.6942 11 16.3 297 43 7.1 2.5 25.1 34.6 42 334 287 4188 3960 34 2 80 0.3 0.1 31 3 190
"656-12" -123.3469 39.4114 416 13 1301 147 6.7 0.7 20.4 30.8 106 296 181 3002 2298 37 3 225 0.28 0.09 109 10 890
"655-8" -123.3423 39.381 425 12.9 1292 147 6.7 0.7 20.3 30.7 106 296 181 2993 2289 37 3 224 0.28 0.09 109 10 882
"305-12" -123.3429 39.3829 431 12.9 1295 147 6.7 0.7 20.3 30.6 106 296 181 2986 2286 37 3 225 0.28 0.09 109 10 885
"308-11" -122.2411 37.405 124 13.8 605 72 9.4 4.5 18 24.3 33 351 327 3241 3021 21 0 32 0.22 0.09 55 5 399
"388-3" -122.2398 37.404 115 13.8 599 71 9.5 4.6 18 24.3 26 353 338 3240 3069 22 0 30 0.22 0.09 54 5 395
"386-4" -122.9516 39.2524 443 13.8 916 101 6.4 -0.2 22.6 33.6 107 299 190 3315 2626 39 5 272 0.28 0.09 74 7 631
"160-3" -122.9507 39.2536 444 13.8 916 101 6.4 -0.2 22.6 33.6 107 299 190 3315 2626 39 5 272 0.28 0.09 74 7 631
"164-1" -119.8886 34.9919 624 14.6 286 44 7.8 0.1 23 33.4 99 312 209 3567 2885 31 0 247 0.42 0.1 30 3 183
"547-11" -119.8884 34.9902 624 14.6 286 44 7.8 0.1 23 33.4 99 312 209 3567 2885 31 0 247 0.42 0.1 30 3 183
"549-12" -123.2484 39.7483 438 13 1231 143 5.6 -0.5 21.5 33.2 117 287 167 3060 2282 44 11 324 0.32 0.12 101 12 838
"343-2" -123.241 39.7586 430 13.1 1218 141 5.6 -0.5 21.6 33.3 114 288 167 3079 2326 44 11 323 0.32 0.12 100 12 830
"340-8" -119.2473 36.969 605 15.9 713 116 7.1 1.8 26.3 34.4 79 325 243 4057 3598 35 1 117 0.22 0.05 88 4 449
"171-5" -119.247 36.9693 597 15.9 711 116 7.1 1.8 26.3 34.4 77 325 243 4069 3617 35 1 115 0.22 0.05 88 4 447
"431-13" -118.5924 34.9747 1631 11.3 435 71 4.3 -0.3 21.1 27.6 121 308 200 2567 2204 69 42 331 0.45 0.2 46 9 278
"478-7" -121.6701 37.3261 665 14.2 652 77 7.5 2.8 22.3 29.6 75 331 266 3423 3031 33 0 92 0.22 0.07 59 4 440
"480-6" -122.0705 40.3139 193 16.6 726 132 7.5 2.2 27 35.9 58 330 268 4310 3963 33 1 91 0.39 0.17 81 14 450
"196-7" -122.0687 40.3147 190 16.7 725 131 7.5 2.2 27 35.9 58 330 268 4313 3966 33 1 91 0.39 0.17 81 14 450
"190-3" -119.1393 36.7415 556 16.1 705 114 7.2 2 26.3 34.6 75 325 246 4112 3658 34 1 106 0.23 0.03 87 3 445
"37-6" -119.1613 36.7454 523 16.2 688 112 7.3 2.1 26.4 34.8 67 327 253 4144 3742 34 1 103 0.23 0.04 85 3 432
"36-2" -121.7257 37.354 508 14.4 619 72 7.8 2.9 22 29.7 66 333 267 3503 3129 31 0 82 0.24 0.07 55 4 419
"203-4" -121.7258 37.3537 511 14.4 620 72 7.8 2.9 22 29.7 66 333 267 3500 3126 31 0 82 0.24 0.07 55 4 420
"202-9" -121.2147 38.6333 35 16.5 525 73 7.6 3.1 25.1 34.8 35 343 303 4236 4051 32 1 56 0.3 0.1 51 5 336
"505-13" -121.2149 38.6332 50 16.4 528 73 7.6 3.1 25.1 34.7 35 343 303 4221 4036 32 1 56 0.3 0.1 51 5 338
"504-13" -121.1484 36.4925 322 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"77-12" -121.1475 36.4918 321 15.3 333 45 8.2 0.9 23.1 33.7 83 321 236 3797 3194 28 0 176 0.36 0.09 32 3 213
"84-9" -121.5804 36.3449 1054 12.3 838 103 7.3 1.8 19.5 26.5 103 321 232 2757 2273 33 1 167 0.2 0.06 82 5 560
"413-11" -121.5721 36.3125 1492 10.6 980 129 5.2 0.7 18 23.8 127 313 201 2240 1795 46 18 244 0.21 0.06 102 6 646
"410-12" -121.7001 37.1359 172 14.7 482 58 8.7 3.2 20.4 27.9 52 337 289 3586 3229 25 0 64 0.26 0.09 43 4 324
"22-9" -121.7148 37.1649 95 14.9 438 54 8.9 3.3 20.3 27.8 43 342 301 3632 3336 24 0 57 0.29 0.1 39 4 292
"399-10" -118.6665 35.2544 608 16.9 267 51 7.8 1.2 27.4 36.1 73 325 248 4406 3905 31 0 135 0.38 0.14 35 5 154
"398-5" -122.6047 38.7591 334 14.4 975 98 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.26 0.08 73 6 687
"251-15" -122.605 38.7586 335 14.4 978 99 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.25 0.08 74 6 689
"252-14" -122.83 38.6127 50 14.9 969 93 8.2 2.6 21.4 31.5 58 332 269 3661 3275 28 0 87 0.27 0.09 69 6 681
"587-1" -122.8316 38.6124 54 14.9 974 94 8.2 2.5 21.3 31.5 58 332 269 3651 3266 28 0 88 0.27 0.09 70 6 685
"588-7" -118.8367 36.0948 235 18 371 65 8.3 2.3 28.2 37.4 50 332 279 4770 4409 27 0 84 0.27 0.06 47 3 224
"64-10" -118.8588 36.0487 222 18 347 61 8.3 2.4 28.3 37.4 48 332 281 4791 4441 27 0 81 0.3 0.07 44 3 209
"67-6" -119.4757 36.746 129 17.1 357 55 7.5 2.4 27.1 36.5 48 333 282 4459 4177 32 1 84 0.22 0.05 43 2 224
"286-2" -119.4727 36.7476 125 17.1 357 55 7.5 2.4 27.1 36.5 48 333 282 4462 4179 32 1 84 0.22 0.05 43 2 224
"284-12" -120.672 35.8085 289 15.2 366 46 8.1 0.9 23 34.3 86 316 228 3781 3130 28 0 170 0.35 0.09 33 3 248
"493-15" -120.6886 35.7827 225 15.3 354 44 8.4 1.2 22.6 33.7 85 319 231 3787 3129 26 0 149 0.38 0.1 31 3 239
"496-9" -121.1796 39.2038 427 15.1 1099 148 6.8 1.6 24.6 33.6 79 324 245 3782 3343 36 3 127 0.25 0.07 108 8 714
"662-8" -121.1905 39.2042 419 15.2 1093 148 6.8 1.6 24.7 33.7 77 324 246 3793 3361 36 3 126 0.25 0.07 108 8 710
"657-5" -122.0891 39.9104 61 16.8 553 83 7.6 2.3 26.7 35.8 48 332 283 4362 4067 32 1 84 0.36 0.13 52 7 357
"220-9" -122.0897 39.9097 56 16.9 553 83 7.6 2.3 26.7 35.8 47 332 283 4377 4086 32 1 84 0.36 0.13 52 7 357
"217-14" -118.8935 34.8731 972 14.3 328 53 6.6 0.7 24.1 32.5 99 319 227 3487 2981 39 4 200 0.39 0.14 36 5 204
"487-9" -118.8952 34.8744 977 14.3 326 53 6.6 0.7 24.1 32.4 100 320 228 3481 2976 39 4 201 0.39 0.14 36 5 202
"488-16" -120.7533 36.1431 442 15.1 341 45 7.5 0.2 23.9 35.3 98 312 210 3753 3066 33 1 231 0.41 0.1 31 3 226
"326-14" -120.7506 36.1389 446 15.1 344 45 7.5 0.2 23.9 35.3 102 312 210 3744 3027 33 0 233 0.41 0.1 31 3 228
"322-2" -123.4823 39.6514 510 12.3 1492 179 6 0.5 19.8 29.9 121 288 162 2767 2010 42 8 259 0.31 0.12 129 15 1006
"513-1" -123.4773 39.6659 509 12.3 1492 179 6 0.4 19.8 30.1 121 288 161 2778 2022 43 8 263 0.31 0.12 129 15 1006
"240-3" -122.7849 40.3192 460 14.3 914 126 5.6 0 24.4 35 107 311 213 3519 2955 44 12 239 0.4 0.18 78 14 605
"244-10" -121.5499 36.3875 537 13.8 633 76 8.7 2.3 20.2 28.6 83 326 246 3267 2713 25 0 130 0.21 0.08 60 5 425
"601-1" -121.5545 36.3845 515 13.8 629 76 8.8 2.4 20.1 28.5 82 327 249 3276 2723 24 0 126 0.21 0.08 60 5 422
"152-9" -121.8736 37.601 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3731 3467 28 0 64 0.29 0.09 33 3 237
"154-5" -122.2959 40.3664 132 16.8 728 124 7.5 2.4 27.3 36.4 50 333 282 4368 4074 32 1 85 0.41 0.19 75 14 460
"668-1" -122.3067 40.3602 134 16.8 723 123 7.5 2.4 27.3 36.4 51 333 282 4354 4056 32 1 85 0.4 0.19 75 14 458
"666-4" -120.7781 35.5515 283 14.5 522 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 356
"462-7" -120.7788 35.552 284 14.5 522 59 9.3 2.5 20.2 29.3 70 332 264 3500 2977 21 0 101 0.28 0.07 45 3 356
"283-10" -119.2453 34.4414 230 16.2 460 49 10.9 4.5 22.3 29.3 31 350 318 4099 3829 17 0 30 0.36 0.06 35 2 322
"282-8" -120.6923 35.7791 222 15.2 355 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 148 0.38 0.1 31 3 240
"613-7" -120.693 35.7783 224 15.2 356 44 8.4 1.2 22.5 33.6 85 319 231 3781 3123 26 0 149 0.38 0.1 31 3 241
"609-5" -118.4844 35.1189 1259 12.8 298 57 5.3 -0.3 22.8 30.4 115 307 202 3026 2533 51 17 299 0.54 0.32 34 11 178
"91-2" -118.4892 35.1174 1270 12.8 301 57 5.3 -0.3 22.8 30.4 117 307 202 3011 2513 52 19 301 0.54 0.32 34 11 180
"90-1" -121.7846 39.7063 87 16.6 706 98 7.3 2.2 26.3 35.3 45 333 285 4274 4015 33 1 86 0.32 0.11 65 7 460
"311-8" -121.7855 39.7119 85 16.6 705 98 7.3 2.2 26.3 35.3 45 333 284 4274 4015 33 1 86 0.32 0.11 65 7 459
"275-7" -119.1704 36.3376 119 16.9 326 54 7.4 2 26.4 36.1 54 329 265 4375 4032 32 1 97 0.26 0.05 40 2 201
"271-3" -121.4064 36.776 223 14.9 385 49 8.8 2.5 20.9 28.9 61 330 264 3645 3191 24 0 91 0.32 0.11 35 4 254
"421-3" -121.4046 36.7773 199 14.9 372 48 8.9 2.6 20.8 28.8 59 331 266 3654 3213 24 0 88 0.33 0.12 34 4 245
"423-8" -120.503 38.2667 678 14.1 991 151 5.9 0.5 23.6 33.5 108 315 215 3416 2853 41 8 222 0.25 0.09 113 10 624
"122-4" -120.4971 38.2668 694 14 1000 152 5.9 0.5 23.5 33.4 108 314 212 3399 2837 41 8 225 0.26 0.09 113 10 631
"121-8" -118.6505 35.0014 1521 11.7 391 66 4.6 -0.1 21.6 28.3 120 310 201 2683 2297 64 35 306 0.43 0.19 43 8 247
"371-7" -118.6505 35.0016 1524 11.7 393 66 4.6 -0.1 21.6 28.3 120 310 201 2680 2294 64 35 306 0.43 0.19 43 8 248
"373-5" -120.3576 37.5174 96 16.2 417 63 7 1.6 26 36.1 71 321 250 4164 3698 35 3 123 0.21 0.06 49 3 259
"350-2" -120.3608 37.5168 91 16.3 414 63 7 1.7 26 36.1 71 321 250 4172 3704 35 2 121 0.21 0.06 49 3 257
"344-5" -118.7154 34.0981 160 16.7 423 42 12.9 6.5 21.8 28.7 1 364 364 4281 4273 13 0 5 0.4 0.14 29 4 301
"84-8" -118.7164 34.0945 166 16.7 427 43 12.9 6.5 21.8 28.7 2 364 364 4278 4262 13 0 5 0.39 0.13 30 4 303
"81-10" -121.5721 36.3125 1492 10.6 980 129 5.2 0.7 18 23.8 127 313 201 2240 1795 46 18 244 0.21 0.06 102 6 646
"253-9" -121.5807 36.3414 1093 12.2 851 106 7.1 1.7 19.4 26.3 107 320 229 2712 2223 34 2 171 0.2 0.06 84 5 567
"252-12" -122.8365 38.613 53 14.9 977 94 8.2 2.6 21.3 31.5 58 332 269 3645 3260 28 0 87 0.27 0.09 70 6 686
"146-11" -122.8316 38.6124 54 14.9 974 94 8.2 2.5 21.3 31.5 58 332 269 3651 3266 28 0 88 0.27 0.09 70 6 685
"147-5" -121.4312 38.2624 7 16.2 435 53 7.5 3 24.4 34.3 37 341 302 4142 3945 32 1 62 0.26 0.1 39 4 291
"267-11" -121.4312 38.2624 7 16.2 435 53 7.5 3 24.4 34.3 37 341 302 4142 3945 32 1 62 0.26 0.1 39 4 291
"586-8" -118.9073 34.1529 316 16.1 493 49 11.8 5.6 21.8 29.1 16 360 358 4072 3935 15 0 17 0.36 0.11 35 4 352
"589-13" -118.8978 36.08 225 17.8 359 63 8.2 2.3 28 37.2 49 333 280 4707 4371 28 0 84 0.29 0.07 46 3 217
"472-6" -118.8587 36.0493 226 18 351 62 8.3 2.4 28.2 37.4 48 332 281 4788 4438 27 0 81 0.29 0.07 45 3 212
"600-7" -119.6573 37.3384 712 14.5 753 117 6.2 -0.1 24.6 34.2 109 313 207 3559 2963 41 6 254 0.21 0.04 90 4 477
"601-6" -121.8737 37.6011 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3731 3467 28 0 64 0.29 0.09 33 3 237
"170-12" -121.8736 37.601 81 15.1 364 45 8.2 3 21.2 29.8 41 338 292 3731 3467 28 0 64 0.29 0.09 33 3 237
"166-6" -118.5925 34.9751 1637 11.3 436 72 4.3 -0.3 21.1 27.6 121 308 200 2556 2197 69 43 334 0.44 0.19 47 9 278
"219-7" -118.5934 34.9755 1643 11.2 441 73 4.3 -0.3 21 27.6 121 308 201 2548 2191 69 43 336 0.43 0.19 48 9 281
"214-1" -118.8943 34.8732 975 14.3 328 53 6.6 0.7 24.1 32.4 100 319 228 3484 2973 39 4 201 0.39 0.14 36 5 204
"60-12" -118.8929 34.8746 973 14.3 326 53 6.6 0.7 24.1 32.5 101 319 227 3487 2968 39 4 201 0.39 0.14 36 5 202
"59-6" -121.1817 37.6956 15 16.3 297 43 7.1 2.5 25.1 34.6 42 334 287 4182 3955 34 2 80 0.3 0.1 31 3 190
"550-4" -121.183 37.6956 18 16.3 298 43 7.1 2.4 25.1 34.6 42 334 288 4182 3955 34 2 82 0.3 0.1 31 3 191
"548-10" -123.2407 39.7586 428 13.1 1216 141 5.6 -0.5 21.6 33.3 114 288 167 3082 2326 44 11 323 0.32 0.12 100 12 828
"566-4" -123.2485 39.7512 435 13.1 1227 143 5.6 -0.5 21.5 33.2 116 287 167 3066 2294 44 11 323 0.32 0.12 101 12 836
"567-6" -120.5401 35.3551 346 14.6 566 65 9.2 2.1 20.6 29.6 78 327 251 3548 2946 22 0 113 0.27 0.06 50 3 383
"243-8" -120.5398 35.3547 345 14.6 566 65 9.2 2.1 20.5 29.6 78 327 251 3545 2943 22 0 113 0.27 0.06 50 3 383
"239-1" -121.5537 36.3814 607 13.6 666 81 8.6 2.3 20.2 28.6 88 326 243 3213 2662 25 0 136 0.21 0.08 64 5 447
"6-9" -121.5495 36.3878 541 13.8 633 76 8.7 2.3 20.2 28.6 83 326 246 3264 2713 25 0 130 0.21 0.08 60 5 425
"3-7" -122.1937 37.9654 146 14.8 543 60 8.6 3.8 20.5 26.5 35 346 308 3624 3406 25 0 44 0.22 0.07 46 3 363
"105-4" -122.1766 37.9699 202 14.8 556 63 8.5 3.7 20.7 27.1 41 344 305 3608 3354 26 0 47 0.24 0.06 47 3 369
"106-1" -120.95 36.4027 535 15.1 362 50 7.5 0.5 24.2 35 96 314 217 3745 3103 33 0 215 0.39 0.09 34 3 234
"456-7" -120.95 36.4021 539 15.1 364 50 7.5 0.5 24.2 35 96 314 216 3745 3103 33 0 216 0.39 0.09 34 3 236
"459-2" -121.3633 38.0562 -4 16.3 372 49 7.5 2.8 24.6 34.4 40 337 292 4166 3940 32 1 67 0.29 0.11 36 4 243
"554-8" -121.3624 38.0555 -3 16.3 372 49 7.4 2.8 24.6 34.4 40 337 292 4164 3940 33 1 67 0.29 0.11 36 4 243
"555-2" -118.5719 34.4005 390 17.2 428 52 10.7 3.3 24.8 34 59 336 283 4459 3916 17 0 63 0.37 0.14 37 5 290
"447-10" -118.5715 34.4005 394 17.2 430 52 10.7 3.3 24.8 34 59 336 283 4459 3916 17 0 63 0.37 0.14 37 5 292
"451-1" -122.5795 38.1075 8 14.3 790 77 9.1 4.3 18.8 27.4 30 348 315 3441 3230 22 0 32 0.24 0.09 57 5 552
"177-12" -122.5909 38.0872 48 14.1 837 82 9.1 4.3 18.5 27.2 32 348 315 3375 3157 22 0 33 0.24 0.08 60 5 585
"487-9" -120.5195 35.5308 334 15 470 56 8.5 1.3 22.1 32.6 84 319 231 3697 3052 25 0 149 0.3 0.07 42 3 319
"484-12" -120.7533 36.1431 442 15.1 341 45 7.5 0.2 23.9 35.3 98 312 210 3753 3066 33 1 231 0.41 0.1 31 3 226
"473-2" -120.75 36.1381 445 15.1 343 45 7.5 0.2 23.9 35.3 98 312 210 3747 3062 33 0 231 0.41 0.1 31 3 228
"22-9" -121.0816 37.4935 18 16.3 281 40 7.2 2.3 25.1 34.4 42 333 286 4190 3953 34 2 86 0.33 0.11 28 3 182
"393-1" -118.6665 35.2544 608 16.9 267 51 7.8 1.2 27.4 36.1 73 325 248 4406 3905 31 0 135 0.38 0.14 35 5 154
"399-7" -122.6043 38.7596 332 14.4 973 98 6.7 0.6 22.9 33.7 95 313 217 3512 2942 37 3 202 0.26 0.08 73 6 685
"299-6" -122.6047 38.7591 334 14.4 975 98 6.7 0.6 22.9 33.7 96 313 217 3506 2929 37 3 202 0.26 0.08 73 6 687
"296-12" -119.8338 36.3539 64 17.5 192 32 7.4 2.5 27.6 36.8 40 336 290 4615 4388 32 1 74 0.33 0.09 22 2 120
"525-2" -119.825 36.3476 61 17.5 191 32 7.5 2.5 27.6 36.8 39 336 290 4620 4396 32 1 74 0.33 0.09 22 2 119
"523-3" -122.2016 40.1563 78 16.9 571 91 7.6 2.5 27.1 36.1 49 333 283 4411 4116 32 1 79 0.38 0.15 55 8 365
"431-13" -122.1216 40.1267 65 17 579 94 7.6 2.5 27.1 36.1 47 334 284 4423 4145 32 1 76 0.38 0.14 57 8 368
"28-6" -121.6701 37.3261 665 14.2 652 77 7.5 2.8 22.3 29.6 75 331 266 3423 3031 33 0 92 0.22 0.07 59 4 440
"32-11" -121.0142 38.052 59 16.3 420 64 7.2 2.5 25.2 35.2 47 335 288 4164 3907 34 2 79 0.31 0.11 46 5 262
"237-6" -121.0123 38.0506 48 16.3 415 64 7.2 2.5 25.3 35.2 45 335 288 4182 3936 34 2 79 0.31 0.11 46 5 258
"235-3" -122.9624 39.4481 562 13.2 997 116 5.8 -0.7 22.2 33.2 115 295 180 3131 2442 44 10 325 0.29 0.11 83 9 681
"225-1" -122.9641 39.4487 557 13.3 995 116 5.8 -0.6 22.2 33.2 115 295 181 3137 2447 44 10 323 0.29 0.11 83 9 679
"222-15" -120.9617 37.3517 18 16.4 273 38 7.3 2.3 25.1 34.4 48 332 278 4194 3910 33 2 89 0.36 0.11 27 3 178
"573-8" -120.8782 37.3469 22 16.4 277 41 7.3 2.2 25.3 34.8 60 330 264 4207 3845 33 2 93 0.37 0.11 28 3 178
"576-12" -120.0365 34.6884 326 15.4 450 55 10.3 2.9 21.4 30.7 64 330 261 3825 3246 19 0 83 0.28 0.05 42 2 300
"158-6" -120.0381 34.6933 331 15.4 448 55 10.3 2.9 21.4 30.7 69 331 261 3819 3217 19 0 84 0.28 0.05 42 2 298
"161-3" -119.8889 34.9921 631 14.6 287 44 7.8 0.1 23 33.4 100 312 209 3558 2871 31 0 249 0.42 0.1 30 3 184
"326-12" -119.8884 34.9918 618 14.6 285 44 7.8 0.2 23 33.5 100 312 209 3579 2885 31 0 244 0.42 0.1 30 3 182
"319-9" -123.4823 39.6514 510 12.3 1492 179 6 0.5 19.8 29.9 121 288 162 2767 2010 42 8 259 0.31 0.12 129 15 1006
